date,open_time,open,high,low,close,volume,close_time
2024-07-25 08:00:00,1721865600000,65376.01000000,65620.00000000,63861.00000000,64093.59000000,9391.42907000,1721879999999
2024-07-25 12:00:00,1721880000000,64093.58000000,64390.00000000,63800.00000000,64134.00000000,3961.34648000,1721894399999
2024-07-25 16:00:00,1721894400000,64134.00000000,64480.00000000,63878.00000000,64096.00000000,4126.90854000,1721908799999
2024-07-25 20:00:00,1721908800000,64096.01000000,65005.00000000,63456.70000000,64790.88000000,7825.83383000,1721923199999
2024-07-26 00:00:00,1721923200000,64790.89000000,65187.82000000,64388.46000000,64692.01000000,5638.02977000,1721937599999
2024-07-26 04:00:00,1721937600000,64692.01000000,66175.49000000,64425.00000000,65799.95000000,4182.88165000,1721951999999
2024-07-26 08:00:00,1721952000000,65799.95000000,67480.00000000,65722.63000000,67042.01000000,5791.72468000,1721966399999
2024-07-26 12:00:00,1721966400000,67042.00000000,67190.00000000,66870.82000000,66890.56000000,3400.66108000,1721980799999
2024-07-26 16:00:00,1721980800000,66890.56000000,67498.00000000,66890.56000000,67322.00000000,3011.50616000,1721995199999
2024-07-26 20:00:00,1721995200000,67321.99000000,68000.00000000,66892.00000000,67560.01000000,6230.76783000,1722009599999
2024-07-27 00:00:00,1722009600000,67560.00000000,68144.01000000,67303.07000000,67990.00000000,3294.11637000,1722023999999
2024-07-27 04:00:00,1722024000000,67990.00000000,68200.00000000,67413.50000000,67907.99000000,2515.58411000,1722038399999
2024-07-27 08:00:00,1722038400000,67908.00000000,68081.57000000,67630.00000000,67798.00000000,1546.23200000,1722052799999
2024-07-27 12:00:00,1722052800000,67797.99000000,68295.39000000,67782.73000000,68036.68000000,1915.58616000,1722067199999
2024-07-27 16:00:00,1722067200000,68036.68000000,68275.64000000,67892.24000000,68209.88000000,1834.00547000,1722081599999
2024-07-27 20:00:00,1722081600000,68209.88000000,69399.99000000,68195.43000000,68844.00000000,6195.41252000,1722095999999
2024-07-28 00:00:00,1722096000000,68844.00000000,68990.03000000,67658.68000000,68246.00000000,5271.56991000,1722110399999
2024-07-28 04:00:00,1722110400000,68246.00000000,69182.94000000,66650.00000000,67896.50000000,14947.41315000,1722124799999
2024-07-28 08:00:00,1722124800000,67896.49000000,68285.43000000,67260.54000000,67940.95000000,2215.70821000,1722139199999
2024-07-28 12:00:00,1722139200000,67940.94000000,68024.18000000,67066.66000000,67560.86000000,2398.31930000,1722153599999
2024-07-28 16:00:00,1722153600000,67560.86000000,68000.00000000,67220.00000000,67836.00000000,1770.93628000,1722167999999
2024-07-28 20:00:00,1722168000000,67836.01000000,68123.32000000,67577.63000000,67645.00000000,1768.83501000,1722182399999
2024-07-29 00:00:00,1722182400000,67645.00000000,68318.43000000,67624.00000000,68112.00000000,1510.51620000,1722196799999
2024-07-29 04:00:00,1722196800000,68112.00000000,68277.83000000,67801.62000000,68249.88000000,1204.37894000,1722211199999
2024-07-29 08:00:00,1722211200000,68249.88000000,69800.00000000,68168.00000000,69347.67000000,5973.42365000,1722225599999
2024-07-29 12:00:00,1722225600000,69347.66000000,69888.00000000,69263.07000000,69528.01000000,4146.35577000,1722239999999
2024-07-29 16:00:00,1722240000000,69528.01000000,69838.62000000,69375.00000000,69580.01000000,3013.88754000,1722254399999
2024-07-29 20:00:00,1722254400000,69580.01000000,70079.99000000,67668.34000000,68104.00000000,11386.58792000,1722268799999
2024-07-30 00:00:00,1722268800000,68103.99000000,68118.00000000,66428.00000000,67303.05000000,9083.51955000,1722283199999
2024-07-30 04:00:00,1722283200000,67303.05000000,67553.66000000,66600.00000000,66784.69000000,2863.52190000,1722297599999
2024-07-30 08:00:00,1722297600000,66784.68000000,66886.00000000,65862.00000000,66610.00000000,5989.73926000,1722311999999
2024-07-30 12:00:00,1722312000000,66610.00000000,67000.00000000,66322.49000000,66952.00000000,2496.27288000,1722326399999
2024-07-30 16:00:00,1722326400000,66952.00000000,66999.92000000,66404.53000000,66574.01000000,2327.27576000,1722340799999
2024-07-30 20:00:00,1722340800000,66574.00000000,66948.00000000,65555.00000000,66216.01000000,6086.17893000,1722355199999
2024-07-31 00:00:00,1722355200000,66216.01000000,66550.01000000,65556.56000000,65931.02000000,3450.64877000,1722369599999
2024-07-31 04:00:00,1722369600000,65931.03000000,66356.89000000,65302.67000000,66188.00000000,2782.13881000,1722383999999
2024-07-31 08:00:00,1722384000000,66188.00000000,66413.28000000,65881.96000000,66058.00000000,1725.24015000,1722398399999
2024-07-31 12:00:00,1722398400000,66058.00000000,66554.40000000,65496.00000000,66224.00000000,3376.79106000,1722412799999
2024-07-31 16:00:00,1722412800000,66224.00000000,66374.01000000,65954.54000000,66094.01000000,1829.74564000,1722427199999
2024-07-31 20:00:00,1722427200000,66094.01000000,66849.24000000,65963.25000000,66379.99000000,4367.38069000,1722441599999
2024-08-01 00:00:00,1722441600000,66379.99000000,66836.30000000,64957.14000000,65256.83000000,6409.37317000,1722455999999
2024-08-01 04:00:00,1722456000000,65256.83000000,65422.00000000,64530.00000000,64628.00000000,4916.90834000,1722470399999
2024-08-01 08:00:00,1722470400000,64628.01000000,64841.29000000,63750.00000000,63936.01000000,5768.43332000,1722484799999
2024-08-01 12:00:00,1722484800000,63936.01000000,64488.00000000,63584.00000000,64328.59000000,4107.52186000,1722499199999
2024-08-01 16:00:00,1722499200000,64328.60000000,64701.41000000,64299.87000000,64674.25000000,2655.04695000,1722513599999
2024-08-01 20:00:00,1722513600000,64674.26000000,64949.58000000,62666.07000000,62906.60000000,8006.54547000,1722527999999
2024-08-02 00:00:00,1722528000000,62907.44000000,63509.83000000,62302.00000000,63422.01000000,8541.89631000,1722542399999
2024-08-02 04:00:00,1722542400000,63422.01000000,65659.78000000,63336.61000000,65354.02000000,6462.82463000,1722556799999
2024-08-02 08:00:00,1722556800000,65354.02000000,65596.14000000,63668.00000000,64609.18000000,4163.15932000,1722571199999
2024-08-02 12:00:00,1722571200000,64609.17000000,64655.17000000,63807.29000000,64164.07000000,3823.07721000,1722585599999
2024-08-02 16:00:00,1722585600000,64164.07000000,64974.00000000,64044.00000000,64660.01000000,3302.57023000,1722599999999
2024-08-02 20:00:00,1722600000000,64660.01000000,65524.01000000,62432.90000000,63416.01000000,14382.81934000,1722614399999
2024-08-03 00:00:00,1722614400000,63416.00000000,63611.24000000,62515.00000000,62633.57000000,5054.98681000,1722628799999
2024-08-03 04:00:00,1722628800000,62633.58000000,63187.26000000,61230.01000000,61498.33000000,8093.81646000,1722643199999
2024-08-03 08:00:00,1722643200000,61498.34000000,61975.00000000,60505.00000000,61895.99000000,7057.47647000,1722657599999
2024-08-03 12:00:00,1722657600000,61895.99000000,61981.43000000,61398.01000000,61662.01000000,2027.63322000,1722671999999
2024-08-03 16:00:00,1722672000000,61662.02000000,62002.39000000,61457.89000000,61919.38000000,1996.26325000,1722686399999
2024-08-03 20:00:00,1722686400000,61919.38000000,62198.22000000,60833.33000000,60879.00000000,3681.34999000,1722700799999
2024-08-04 00:00:00,1722700800000,60879.01000000,61288.00000000,59920.00000000,60246.00000000,9231.05335000,1722715199999
2024-08-04 04:00:00,1722715200000,60246.01000000,60849.93000000,59850.00000000,60697.99000000,4040.93939000,1722729599999
2024-08-04 08:00:00,1722729600000,60697.99000000,61117.63000000,60320.00000000,60735.00000000,2502.72642000,1722743999999
2024-08-04 12:00:00,1722744000000,60735.00000000,60938.54000000,60260.00000000,60373.99000000,1972.26761000,1722758399999
2024-08-04 16:00:00,1722758400000,60374.00000000,61000.00000000,60081.57000000,60896.00000000,2180.15909000,1722772799999
2024-08-04 20:00:00,1722772800000,60896.00000000,61097.55000000,58960.00000000,59086.01000000,7395.68169000,1722787199999
2024-08-05 00:00:00,1722787200000,59086.01000000,59497.21000000,57122.77000000,59257.66000000,12940.59003000,1722801599999
2024-08-05 04:00:00,1722801600000,59257.67000000,59583.00000000,58001.81000000,58161.00000000,4625.09519000,1722815999999
2024-08-05 08:00:00,1722816000000,58161.00000000,58305.59000000,52300.17000000,53890.87000000,36136.46230000,1722830399999
